Album,Link,Title,Year,Artist,Lyrics
Handwritten,https://songmeanings.com/songs/view/3530822107859436130/,Mae,2012,The Gaslight Anthem,"Stay the same, don't ever change
'Cause I'd miss your ways
With your Bette Davis eyes
And your mama's party dress

While this city pumps its aching heart
For one more drop of blood,
We work our fingers down to dust
And we wait for kingdom come
With the radio on

I wanna see you tonight
Would you come for a drive?
You can lean into me
If you ain't been in love for a while

I was born beside a river
That flows to a raging sea
That will one day serve to quell
Or one day be the death of me

In my faded jeans and far away eyes
And salty carnival kiss
That all my former lovers say
Was once magnificent

I wanna see you tonight
Would you come for a drive?
You can lean into me
And if you ain't oh if you ain't

I wanna see you tonight
Would you come for a drive?
You can lean into me
If you ain't been in love for a while

And still this city pumps its aching heart
For one more drop of blood
We work our fingers down to dust
While we wait for kingdom come
With the radio on, with the radio on

It's been so long Mae, so long
It's been so long Mae, so long
But since the radio's on
"
Handwritten,https://songmeanings.com/songs/view/3530822107859436131/,National Anthem,2012,The Gaslight Anthem,"I never will forget you my American love
And I'll always remember you, wild as they come
And though if I saw you I'd pretend not to know
The place where you were in my heart is now closed
I already live with too many ghosts

Now everybody lately is living up in space
Flying through transmissions on invisible airwaves
With everything discovered just waiting to be known
What's left for God to teach from his thrown?
And who will forgive us when He's gone?

So, take what you need now honey
And do what you like
Don't worry about me Mama, I'm alright

And I can't stand the weather, no I never liked the rain
We drink on the job then we go home early
And I remember she used to look so good in that dress
Now she just screams how I promised her more than this
Take it easy baby, it ain't over yet

So, take what you need now honey
And do what you like
Don't worry about me Mama, I'm alright

And if there's something you need
And if there's something you find
Whatever gets you through the night
Whatever gets you through the night

I never will forget you my American love
And I'll always remember you wild as they do come
"
Handwritten,https://songmeanings.com/songs/view/3530822107859436381/,Blue Dahlia,2012,The Gaslight Anthem,"On a hot self tree summer, steam just lies above them trees
You gotta stay inside and wait for the night and then come on over to see me
And there's a poetry about these streets and skips through the skin, goes right underneath
And momma always knew I need a girl like you, to me I never believed

'Cause I've been so lonely, I can't imagine not come and stay with me
'Cause I've been so lonely, I can't imagine not come and stay with me
Where did you get them scars? How blue is your heart?
Is it sad enough to break? She said it's sad enough to break
How long was your life?
Was it cold and strange like mine? Are you man enough to lay here?
She said I'm man enough, my baby, come see about me

Had a dream about you once, I can barely see your form
And I met you between the wax and the needle and the words of my favorite song
And your black hair was like a raven to your tanned skin over the beach
And your back drop with your rollers and my side kick was all discrete

And I've been so locked down, I've been long lost level on the ground
Where did you get them scars? How blue is your heart?
Is it sad enough to break? She said it's sad enough to break
How long was your life?
Was it cold and strange like mine? Are you man enough to lay here?
She said I'm man enough, my baby, come see about me

Did it take you to the carnival to get locked up on the line?
Me, I got caught up with the fortune tellers and the ladies with the sleepy eyes
It took years, my baby, just to come clean, every street light a reminder
And all those apologies and the night was lonely next to mean
Even the night was lonely next to me

Where did you get them scars? How blue is your heart?
Is it sad enough to break? She said it's sad enough to break
How long was your life?
Was it cold and strange like mine? Are you man enough to lay here?
She said I'm man enough, my baby, come see about me

Come see about me, come see about me, come see about me, come see about me, come see about me
Whenever you're lonely
"
Handwritten,https://songmeanings.com/songs/view/3530822107859444618/,Sliver (Nirvana cover),2012,The Gaslight Anthem,"Mom and dad went to a show
They dropped me off at Grandpa Joe's
I kicked and screamed, said please don't go.

Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home

I had to eat my dinner there
Mashed potatoes and stuff like that
I couldn't chew my meats too good

Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home

She said, well, don't you start your crying
Go outside and ride your bike
That's what I did, I killed my toe

Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home

After dinner, I had ice cream
I fell asleep and watched TV
I woke up in my mother's arms

Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
Grandma, take me home
"
Handwritten,https://songmeanings.com/songs/view/3530822107859436567/,You Got Lucky (Tom Petty cover),2012,The Gaslight Anthem,"Due to a publisher block, we are not authorized to display these lyrics.
"
Handwritten,https://songmeanings.com/songs/view/3530822107859436503/,Teenage Rebellion,2012,The Gaslight Anthem,"And in the first year of my former life
I was 17 and in wild fire burning
If I stretched out my hands I was convinced I could conjure angels
And yeah, I was pretty sure she was bulletproof 
At least I never saw anybody every get to you
I used to wonder all the time if you made it out
To the point of ritual
Uh huh, to the point of a ritual

And I used to die every night
Oh, in your honor, in your honor
Oh, in your honor
While you gone, while you were gone

And in the last hours before the sunrise
I'm not sure if I passed out or closed my eyes
Woke into a dream where I know I knew
Somebody just got their claws in you
And your pet peeves and silent anythings 
Like a subconscious ritual 
Uh huh, yeah yeah

And I used to die every night
Oh, in your honor, in your honor
Oh, in your honor
While you were gone, while you were gone

And if you're gonna break my heart, might as well be tonight
And if you're gonna break my heart, might as well be tonight

I used to die every sweet, sweet night
Oh, in your honor
Mmm

And I used to die every night
Oh, in your honor, in your honor
Oh, in your honor
While you were gone, while you were gone

In the throws of rebellion
In the throws of rebellion
In the throws of rebellion
"
Hold You Up - EP,https://songmeanings.com/songs/view/3530822107859445082/,Hold You Up,2012,The Gaslight Anthem,"Suddenly like lightning, there is a doubt
Twenty-five was a good time but I'm older now
How did I get so lost in the middle of the night?
Oh where've you been all my life?

Around here, they pick me up and let me down
Pour some salt in your wounds and then lay you out
I've never seen anybody get out of this town for life

But I'd sure like to show you around
Where the moon lays the ocean down
But if you've got someone to see,
I don't mean to hold you up

When you finally finish feeling sorry for yourself
They come on and give you a reason to feel sorry for yourself
So I moved away from home to get away from it all
Found out the blues can follow me

I used to come home and play records on the tape deck
In a big old Buick like our fathers had
Turns out we're just like our fathers, babe, well look at that

And I'd sure like to show you around
This old heart loves you now
But if you've got someone to see,
I don't mean to hold you up

And I'd sure love to prove you wrong
That not everyone's trying to steal you love
So if you've got someone to be,
Well I'd sure love to show her around
"
Hold You Up - EP,https://songmeanings.com/songs/view/3530822107859443598/,Misery,2012,The Gaslight Anthem,"Step right up
Get yourself wrecked
Come on whisper my name
I mean since it's so late
A thousand miles away
I'll be creeping down your spine
And making you wait, wait and wait

And I hope you find a handsome young man
Who can love you like I, baby, just like I can
Who will take you out dancing, while you waited me out
Making good use of the blues you found

Go on light it up
Let your hair down
You deserve the wee hours and the shivers downtown
Because I'm waking up
You're stumbling home
What, you think I forget
I remember each and every lonesome night lone

And I hope you find a handsome young man
Who can love you like I, baby, just like I can
Who will take you out dancing, as you waited me out
Making good use of the blues you found
Making misery so proud

And if I saw this much blood
If it was all on your hands
If the pills in my system came to call you up again
Would you buy me a drink, to calm down
Would you buy me a drink right now?

And I hope you find a handsome young man
Who can love you like I, baby, just like I can
Who will take you out dancing, while you waited me out
Making good use of the blues you found

And I hope you find a handsome young man
Who can love you like I, baby, just like I can
Who will take you out dancing, while you waited me out
Making good use of the blues you found
Making good use of the blues you found
Making good use of the blues in you now
Making misery so proud
Making misery so proud
Making misery so proud
While you waited me out
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859489040/,Stay Vicious,2014,The Gaslight Anthem,"Well I feel just like a stranger
I don't sleep at all anymore
And the arms that used to hold me
Well now they done me harm
And I feel just like a murderer
And I feel just like a gun
I've been shakin' in the hands of somebody
Who's finally had enough

As you step out into the city
No one to find you or recognize
As your black heels kick out the beat
Of my heart in perfect time
Singing la la la la la lala la
Look at you saving my life
Singing la la la la la lala la
Tonight you're saving my life, yeah

Now I've had the saints and patience
And I wait on the telephone
I have bills for this
Tabs for that
Something that used to resemble a soul
So won't anybody take my hand
And won't anybody ease my ache
And I still love rock 'n roll
And I still call somebody baby

As you step out into the city
No one to find you or recognize
As your black heels kick out the beat
Of my heart in perfect time
Singing la la la la la la la la
Look at you saving my life
Singing la la la la la lala la
Tonight you're saving my life, yeah

As you step out into the city
No one to find you or recognize
As your black heels kick out the beat
Of my heart in perfect time
Singing la la la la la la la la
Look at you saving my life
Singing la la la la la lala la
Tonight you're saving my life, yeah
Singing la la la la la la la la
Lean on the end of the knife
Singing la la la la la la la la
Tonight you're saving my life, yeah
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859488345/,"1,000 Years",2014,The Gaslight Anthem,"Well, the moon I know, in the town I live, is steady as she waits.
It seems as though she yearns for me and calls me by my name.
Sometimes she says come to me, kiss me while it's late.
And other nights she's just hanging with the stars.

And I've seen her waiting from all her mistakes
And what if he never comes when you call?

And, ""Hey, hey it's alright,"" she says,
""Once upon a time I lived a perfect night.
Hey, hey in another life,"" she says,
""In a dream of mine from a thousand years ago.""

""Don't look back,"" I heard a voice, in velvet I couldn't see.
The pictures then were black and white, and the details were in between.
I heard about a woman once, who did everything ever asked of her.
She died last week and her last words were, ""It wasn't worth it.""

And I've seen her patience through all her mistakes
And who's gonna save you now?

And, ""Hey, hey it's alright,"" she says,
""Once upon a time I lived a perfect night.
Hey, hey in another life,"" she says,
""In a dream of mine from a thousand years ago.""

""Hey, it's alright,"" she says,
""Once upon a time I lived a perfect night.
Hey, hey in another life,"" she says,
""In a dream of mine from a thousand years ago.""

""Hey, hey it's alright,"" she says.
""Hey, in another life,"" she says.

Way back when, when we became friends, I was you, you were my defense.
And quiet was the night.
You showed me that bridge, and it brought you home.
You told me about it and I never let it go,
And I guess I might've been doing the same.
Anyhow, quiet was the night.
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859485865/,Get Hurt,2014,The Gaslight Anthem,"Sometimes I wake up in the morning
Sometimes I dream small
I keep my wounds without a bandage baby
As I come stumbling through the door
Spend my nights in this location
Talking to spirits on the floor
I think I came to find the feeling baby
Between what was mine and what was yours

And I came to get hurt,
Might as well do your worst to me, hey hey
Have you come here to get hurt?
Have you come to take away from me, from me, from me
Might as well do your worst to me

I think I'd better move to California (I think it's time to move)
Mama, can you say a pray for me? (Say a prayer for me)
I heard they don't get so low down, (All my friends get so low)
I heard they never bleed,
Not like we bleed

I came to get hurt,
Might as well do your worst to me, hey hey
Have you come here to get hurt?
Have you come to take away from me, from me, from me
Might as well do your worst to me

And it gets pretty lame
And the stations would change
And the things once in order
Now seem so strange,
Once I quit town all the hurt apart from myself
Now all I can see is the need,
The need.

I came to get hurt,
Might as well do your worst to me, hey hey
Have you come here to get hurt?
Have you come to take away from me
From me, from me
Might as well do your worst to me

Maybe you needed a change,
Maybe I was in your way
Maybe some days they stay
And some things go away
Maybe I was mine, maybe you were not the same!
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859489039/,Stray Paper,2014,The Gaslight Anthem,"Ooh ooh
You better never tell nobody but God,
All the things I've seen.
From high above this haunted city,
Under elected thrones of thieves.

Where mighty men lay down their hearts
In the service of their queens.
And gave their bodies to be burned
Like I did before your feet.

Like she always tried for me, (Ooh ooh)
Like now she does for me (Ooh ooh)
Ooh ooh

And underneath the tyranny of august and her sons,
Who sent fire from their fingertips in the holy vow of a teenage kiss.
Now we're much too old for this,
And I don't feel those kinds of things.

So don't you cry for me, (Ooh ooh)
I used to feel everything. (Ooh ooh)
Ooh ooh

Oh but love (run, run, run)
Oh but love (run, run, run)
Oh but love (Love, love, love becomes)
Oh but love (Love, love, love becomes)
Love, love, love becomes
Love, love, love becomes
And all my love becomes
And all my love, my love
Became blood on stray paper.
Became blood on stray paper.
Became blood on stray paper.
Became blood on stray paper.
Became blood on stray paper.
Became blood on stray paper.
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859488567/,Helter Skeleton,2014,The Gaslight Anthem,"See, I know a nurse specialized in the worst
When you're a friend in need, she'll be your friend indeed.
When you can't find your tongue and when your rational weeps,
She says uh, huh, huh.

So why don't you lean on me if you wanna?
Why don't you lean on me for a while?
Since you only get high on the weekends, uh huh.
Why don't you feed on me tonight?

See I know the taste of the spike in your brains
As you crawl to me, a little closer to me.
I guess you're in the place that I used to be baby,
Now it's down to me, so simply down to me.
Oh, but I'm a fool and I fall apart too easily,
But you know me how I love to be with Madame Misery.
Come and visit me, I'm on the 99th floor of apathy.

But still you can lean on me if you wanna.
Why don't you lean on me for a while?
Since you only get high on the weekends, uh huh.
Why don't you feed on me tonight?

She said that there will always be a soft spot in my cardiac arrest.
And I will love you until I die from all of this.
And something tells me I will die alone.

But still you can lean on me if you wanna.
So why don't you lean on me for a while?
Since you only get high on the weekends, uh huh.
Why don't you feed on me tonight?
(See, I know the taste of the spike in your brains
As you crawl to me a little closer to me.)
Why don't you feed on me tonight?
(Oh Madame Misery, come and visit me,
Oh won't you crawl to me, a little closer to me?
Madame Misery, come and visit me,
Oh won't you crawl to me, a little closer to me?)

And baby there will always be a soft spot in my cardiac arrest.
And I will love you 'til I die from all of this, yeah.
And there will always be a soft spot in my cardiac arrest.
And I will love you 'til I die from this.
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859489041/,Underneath the Ground,2014,The Gaslight Anthem,"That's enough, my man, it's time to clap our hands.
Call the papers up tomorrow, say we did the best we can.
'Cause our doctor's in the hospital, the poet just laid down.
There's one good man I know, and he can't talk right now.

I'd like to hear what you'd say to me if I was bulletproof and free again.
Or what you'd shout if I was dead in the ground, and buried under another name?

Or would you talk about if I loved her now?
Tell my sins to God out loud.
Would you cry, cry 'cause I was gone?
Would you spit and hiss and curse my name,
And embarrass me to the other graves?
Would you lay right down with me, underneath the ground?

Now who you think I am?
Worse than all the rest?
That's what I'll be now, just like no one said.
Did anybody see that, there's a crack right down my head.
But mama, how they'll cheer for us, while the blood drips down our legs.

I'd like to know if you could see through the soul
Like I could see to your soul back then.
And reach your hands through all the hurt and defenses,
Would you still try if you knew I was gone?

Or would you talk about if I loved her now?
Tell my sins to God out loud.
Would you cry, cry 'cause I was gone?
Would you spit and hiss and curse my name,
And embarrass me to the other graves?
Would you lay right down with me, underneath the ground?
Underneath the ground?

(I wanna caution you to watch out for the wolves.
And for the mad, mad weather.
I wanna caution you to watch out for the wolves.
And for someday, when you're older)

Or would you talk about if I loved her now?
Tell my sins to God out loud.
Would you cry, cry 'cause I was gone?
Would you spit and hiss and curse my name,
And embarrass me to the other graves?
Would you lay right down with me, underneath the ground?
Underneath the ground?

I wanna thank you all for your courtesy.
I wanna thank you all for watching us bleed.
I wanna thank you all for your courtesy.
I wanna thank you all for watching us bleed.
Underneath the ground.
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859489042/,Rollin' and Tumblin' ,2014,The Gaslight Anthem,"I don't think I'm goin' out anymore 
You better find some other body to comfort
When I was trembling, baby, you were a diamond
But you ain't a diamond no more

So what you wanna say is my head is a hurricane 
Well l-l-l-let me sleep on that, uh huh, alright
You say I'm hopelessly devoted to misery
Well I don't wanna be so devoted no more, ah yeah

And all of my friends wanna get into Heaven
And all I keep thinkin' is I wish you were here
I heard that they been callin' me The Great Depression
Rollin' and tumblin', breakin' my own heart again

Shimmy shimmy shake, baby, right in my blood stream
I don't know what it was that got in my room
My ticker-tape heart broke and everything shook in here
But I learned it could be worse

So what you wanna say is my head is a weather vane
Spinning with the wind chime, right
Baby I was born on the Fourth of July
Exploding like a firework, ah yeah

And all of my friends wanna get into Heaven
And all I keep thinkin' is I wish you were here
I heard that they been callin' me The Great Depression
Rollin' and tumblin'

And all my friends wanna get into Heaven
And all I keep thinkin' is I wish you were here
I heard that they been callin' me The Great Depression
Rollin' and tumblin'

So should I take everything, all your temporary medicines
Should I take your reds, your blues, and your cocaine
Should I take something to try on the weekend
Should I take everything, or did you mean everything

When I hit the wall, wrecked from it all
You put flowers down on the cold ground
And cry me a river
And assure me I'm crazy
While you question the answers
And then you lean on my best friends
Until you find better weather
And you take a vacation
I heard you got all my letters
Signed, The Great Depression
Baby, rollin' and tumblin'

"
Get Hurt,https://songmeanings.com/songs/view/3530822107859488347/,Red Violins,2014,The Gaslight Anthem,"There is no use to holler, no use to cry.
Twenty pounds of curses came to visit me tonight.
Salt for all the cuts, blankets for the cold.
Prayers to keep the devil far away from those I love.
And there were red violins, playing in my dreams.
One for me and two for me, and one at Jesus' feet.
And one I only reach to for sympathy.

And if you want it, then you want it.
For when you're falling on your knees.
I seen you howling now, you water at the mouth.
I seen you fawn and faint in need.
Are there red violins playing you sleep?

Chariot swing low, if you come for me.
Ain't it now, the strangest sound we call on for relief?
Look at the all these people clapping steady to the beat,
Of the ambulances on their way to me

So if you wanna, then you wanna.
Everybody pays the price to feed.
And since you're howling now, you're foaming at the mouth
And since you're struck right off your feet.
I'll play red violins

And you are now of my existence,
You're part of that which still remains.
And you're lingering like fingered strings,
I seem to call on to feel the pain.
On red violins, on red violins.

And if you wanna, then you wanna.
Can't you see me crawling at your feet?
You see me howling now, I'm foaming at the mouth.
Come on and grieve for my disease
And there were red violins playing in my dreams.
There were red violins playing in my dreams.
There were red violins.
There were red violins.
There were red violins.
There were red violins playing in my dreams.
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859488348/,Selected Poems,2014,The Gaslight Anthem,"Honey bee, she say I got too much sympathy.
But I can call her anytime.
And if you're lost and you need a little peace from me,
Bring all your trouble by
Honey bee, how have I hurt you?
C'mon tell your blues to me.
Maybe I should live up there in the curtains,
On the wings of Mercury.

I was fortunately desperate and turbulently innocent.
I was living underneath my body weight.
My eyes were swollen green and hazy, sick from grief and hate and envy,
I was crawling up inside my head.

And all I seemed to find is that everything has chains.
And all this life just feels like a series of dreams.
Selected poems and lovers I can't begin to name.
And all in all I find that nothing stays the same.

And I was crazy like the moon for you and head over my heels for you.
And never would I change or compromise.
But something in my mind does things I can't contain for anything.
Last night I don't think sleep even touched my eyes.

And all I seemed to find is that everything has chains.
And all this life just feels like a series of dreams.
Selected poems and lovers I can't begin to name.
And all in all I find that nothing stays the same.

And all I seem to find is how everything has chains.
And all my life just feels like an idiot dream.
Selected poems and lovers I never seen again.
And all in all I find that nothing stays the same.
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859488349/,Ain't That a Shame,2014,The Gaslight Anthem,"Well, I'm tired of hearing voices,
I don't wanna hear no more.
So call somebody, baby I'll be useless in the morning.
My heart is all in tatters, I ain't nobody's saint.
I'm just trying not to call you, trying not to call you.

And I learned the rules out with the wolves.
I'm vicious now, honey, cruel and unprincipled.
With tears in my eyeballs, wine on my lips, uh huh.

And all my love, my love, is a plague.
Ain't that a shame? Ain't that a shame?
I throb and wince and weep, just the same
I can't feel a thing ain't that a shame?

Now somebody hit the lights, get the ropes and medicines
And think about it, sugar, and how it's gonna end.
Last night I was freezing, tonight I'm soaking wet.
Well, I must've had a fever, salivating in my bed.

And I learned the rules out with the wolves.
I'm vicious now, honey, dumb and insatiable.
With tears in my eyeballs, your name on my lips, uh huh.

And all my love, my love, is a plague.
Ain't that a shame? Ain't that a shame?
I throb and wince and weep, just the same
I can't feel a thing, ain't that a shame?

And all my love, she's a plague ain't that a shame?
And you know you're gonna wait so long, time slips away.
Till you can't feel the kick, my, how we've changed.
I stood on the platform, waiting in vain, blue light, my baby

And all my love, my love is a plague.
Ain't that a shame, ain't that a shame?
Like poisonous fingers right in your veins,
Who do you love? who do you blame?
Nobody knows what trouble I'm in.
Ain't that a shame, ain't it a shame?
My poisonous fingers inside your veins,
They gonna get you someday
Now ain't that a shame?
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859488759/,Break Your Heart,2014,The Gaslight Anthem,"It would break your heart, if you knew me well.
See, I have run so far that I've lost myself.
And there are things I have seen that I never will tell.
They drove me out of my mind and inside of myself.

And oh, my my, it would break your heart,
If you knew how I loved you, if I showed you my scars,
If I played you my favorite song lying here, in the dark.
Oh my my, it would break your heart.

It would bring you to tears, if you knew what I know.
See, I spent all of my money on second hand love
But I trusted somebody way and back when.
And I loved her like fire until it drove me insane.

And oh, my my, it would break your heart,
If you knew how I loved you, if I showed you my scars,
If I played you my favorite song lying here in the dark.
Oh my my, it would break your heart.

And you can lean on me until your heart don't beat,
I'll leave you lying there on the floor.
You can lean on me until your heart don't beat,
I'll leave you spinning there on the floor.

And oh, my my, it would break your heart,
If you knew how I loved you, if I showed you my scars,
If I played you my favorite song lying here in the dark.
Oh my my, it would break your heart.

And oh, my my, it would break your heart,
If you knew how I loved you, if I showed you my scars,
If I played you my favorite song lying here in the dark.
Oh my my, it would break your heart.

Until it breaks your heart.
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859488350/,Dark Places,2014,The Gaslight Anthem,"If I thought it would help, I would drive this car into the sea.
If the fire and the smoke and explosions could speak for me.
If the words that I used to try to explain
How something inside of me started to break.
Ah, but one by one my words just got in the way.

And how many nights did I crash against the waves
With my head going under?
How many days did I spend trying to see it your way?
If you try you'd remember.
I changed a change and kept on saying,
One of these days something inside's gonna break.
And we won't get it back now, baby (something's gonna break.)

And if I thought it would help I would carve your name into my heart.
(If I thought it would help I would carve your name into my heart)
And if I thought it would help I would carve your name into my heart.
(If I thought it would help I would carve your name into my heart)

All of the things that I tried to explain,
How something inside of me started to break.
We were living proof, one by one we drifted away.
One by one we drifted away.

And time after time there were things that would scare me to tears,
While you called me haunted.
I paced around the bed where you laid.
One of these days baby, something (something's gonna break)

And if I thought it would help I would carve your name into my heart.
(If I thought it would help I would carve your name into my heart)
And if I thought it would help I would carve your name into my heart.
(If I thought it would help I would carve your name into my heart)

All of the things that I tried to explain,
How something inside of me started to break.
We were living proof, one by one we drifted away
Drifted away
One by one and day by day,
I became the dark in the places where you live.

And if I thought it would help I would carve your name into my heart.
(If I thought it would help I would carve your name into my heart)
And if I thought it would help I would carve your name into my heart.
(If I thought it would help I would carve your name into my heart)

All of the things that I tried to explain,
How something inside of me started to break.
We were living proof, one by one we drifted away.
One by one we drifted away.
We were living proof, one by one we drifted away.
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859489074/,Sweet Morphine,2014,The Gaslight Anthem,"Oh my darling, you are the restless sea.
With your black heart raging over me.
Has the blue sky seen the same trouble as we?
Tell me true, my love, the restless sea.

There are three things never satisfied
The grave, your heart, and mine.
But I will hold you in my arms,
Where rust and sorrow lie
Underneath the bounding main tonight.

And by now, you must've found better than me
I'm sure Jupiter and Orpheus
Have charmed you off your feet.
By now, I'm sure you've gotten over me.
While you're kissing clouds and gods,
I'll be crawling on my knees.
Sweet morphine.
Sweet morphine.

And yes, I've come to know you are the endless night.
High above my love, and the constellation light.
Waving your fingertips of sleep over the dark on the face of the deep.
Endless night, I know you well, indeed.

By now, you must've found better than me
I'm sure Jupiter and Orpheus
Have charmed you off your feet.
By now, I'm sure you've gotten over me.
While you're kissing clouds and gods,
I'll be crawling on my knees.
Sweet morphine.
Sweet morphine.

By now, you must've found better than me
I'm sure Jupiter and Orpheus
Have charmed you off your feet.
Oh, by now, I'm sure you've gotten over me.
While you're kissing clouds and gods,
I'll be crawling on my knees.
Sweet morphine.
Sweet morphine.
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859489076/,Mama's Boys,2014,The Gaslight Anthem,"I'd like to express my deepest gratitude
For your charity and your patience during my blues.
I must confess, I still cry every morning
While every night I just take a bunch of these trying to forget you.

And don't tell me how you're the muse to every fit boy in Soho.
And I don't wanna hear about how they show you a real good time.
I'd rather imagine you on a stretcher on your way to the emergency room
While you imagine me somewhere high and laughing about you...

But it's alright, yes it's alright to cry about it.
And it's mighty nice, yeah it's just fine if you wanna die.
'Cause there's no room in heaven for California girls and mama's boys.
Just like there ain't no room for me and you.

And it's alright, yes it's alright to cry about it.
And it's mighty nice, yeah it's just fine if you wanna die.
'Cause there's no room in heaven for New York girls and mama's boys.
Just like there ain't no room for me and you.

But it's alright, yes it's alright to cry about it.
And it's mighty nice, baby it's just fine if you wanna die.
'Cause there's no room in heaven for the things that I did to you.
Just like there ain't no room for me and you.
Just like there ain't no room for me and you.
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859447221/,Halloween,2014,The Gaslight Anthem,"Sympathy, this is my best disguise.
My skin stepped out for my bones to dry up
For the rest of the world outside to see.
You see I, bleed on the side.
It's a part time thing, a private affair.
I try to keep it out of the light.

I must confess, I didn't recognize you tonight
Dressed up like my love.
And I hate these things but I always attend
A little sip of something to take off the edge
And I make my way through the ghosts in the room
Trying to crack a smile

And who are you supposed to be?
You look like heaven tonight
Me, I'm a tomb, a corpse in a suit,
Trying to look a little alive
Are you alright?
'Cause I worry sometimes
Are you dressed up to take my life?

Keep it coming, keep it coming.

Well I think I saw you for the flash of a moment
Your broken heart and the body that holds it
I lost your scent in the flash of the party
The big bright lights, baby, constantly haunt me
I've never been right, have you ever been lied to?
I think I just saw the same scars upon you
Is this a disguise? Or a masquerade for me?

Keep it coming, keep it coming, keep it coming.

Who are you supposed to be?
Yeah, you look just like my love.
Who are you supposed to be?
Are you dressed just like my love?
Who are you supposed to be?
Yeah, you look just like my love.
Who are you supposed to be?
Are you dressed just like my love for Halloween?
"
Get Hurt,https://songmeanings.com/songs/view/3530822107859489078/,Have Mercy,2014,The Gaslight Anthem,"Come pick me up from the night
From the hands of the dark
From the things I didn't know
That would simply break your heart
There were years in this room
Lined and shattered in the glass
Held it up to myself 'til I just couldn't stand

So don't ask me where I've been, cause you don't wanna know
And don't ask me who I'm seeing, no, you don't wanna know
And don't come around me here when I need you the most
Leave it alone, leave a little room for the Holy Ghost

And come take me out of the light
I don't feel you anymore
I came apart from myself
And from the crosses you wore
And the things in my soul
Once my comforting friend
I came to the reasons 
And I lost you again

So don't ask me where I've been, cause you don't wanna know
And don't ask me who I'm seeing, no, you don't wanna know
And don't come around me here when I need you the most
Leave it alone, and leave a little room for the Holy Ghost

And now your pretty horses run wild and free 
You can go and find a lover, baby, better than me
Talking snow for days with your friends in L.A.
Have mercy

Now your pretty horses run wild and free 
You can go and find a lover, baby, better than me
Talking snow for days with your friends in L.A.
Have mercy

Now your pretty horses run wild and free 
You can go and find a lover, baby, better than me
Talking snow for days with your friends in L.A.
Have mercy

And now your pretty horses run wild and free 
You can go and find a lover, baby, better than me
Talking snow for days with your friends in L.A.
Have mercy
Have mercy

"
The B-Sides,https://songmeanings.com/songs/view/3530822107858833062/,She Loves You,2014,The Gaslight Anthem,"On President Street,
You'll find the sisters
Praying over
My city's heart
While Union Avenue
Turns to it's disciples
Who feels the pressure heat coming on hard

And if all was well
And your heart could find the words
Would we be for better baby
Would we be for worse
And if there was a way
To navigate your seas
If tonight my true love
Did belong to me

And Juliet she's just smoking by the window
Saying stone cold
""I believe in you Romeo""
And the raindrops in the cars
Keep on falling from off the bars
Blocking out a good song
Playing on the radio

And if all was well
And your heart could find the words
Would we be for better baby
Would we be for worse
And if there was a way
To navigate your seas
If tonight my true love
(Did belong to me)

Well I've been down
I've been out
Had my head and my heart kicked around

I've been down
I've been out
Had my head and my heart kicked around

But in the quiet of the night
Romeo's mind is burning
From putting all of his blood
Into them sermons

And if all was well
And your heart could find the words
Would we be for better baby
Would we be for worse
And if there was a way
To navigate your seas
If tonight my true love
Did belong to me

(Do you miss her right now?) Did belong to me
(Do you miss her right now?) Did belong to me
(Do you miss her right now?) Did belong to me
(Do you miss her right now?) Did belong to me
"
